InvoiceNo,CustomerID,Product,Quantity,UnitPrice,TotalPrice,InvoiceDate,Location,CustomerType
ORD10869,CUST1047,Bread (400g),1,66.65,66.65,4/16/2023,Nairobi,Budget
ORD10870,CUST1283,Cooking Oil (1L),1,260.04,260.04,2/15/2023,Nairobi,Budget
ORD10871,CUST1293,Tea Leaves (250g),1,58.26,58.26,4/6/2023,Nairobi,Budget
ORD10872,CUST1097,Eggs (Tray),1,353.7,353.7,1/31/2023,Rongai,Budget
ORD10873,CUST1135,Sugar (1kg),1,112.22,112.22,4/17/2023,Rongai,Budget
ORD10874,CUST1182,Cooking Oil (1L),1,264,264,1/30/2023,Ruaka,Premium
ORD10875,CUST1252,Soap (Bar),1,30.13,30.13,4/20/2023,Thika,Regular
ORD10876,CUST1021,Eggs (Tray),1,334.49,334.49,2/10/2023,Ruiru,Budget
ORD10877,CUST1294,Tea Leaves (250g),1,67.96,67.96,4/8/2023,Ruiru,Budget
ORD10878,CUST1143,Bread (400g),1,57.16,57.16,12/26/2023,Roysambu,Budget
ORD10879,CUST1216,Eggs (Tray),1,364.33,364.33,1/5/2023,Kitengela,Budget
ORD10880,CUST1201,Cooking Oil (1L),1,258.01,258.01,1/16/2023,Umoja,Budget
ORD10881,CUST1235,Milk (500ml),1,53.78,53.78,1/2/2023,Thika,Regular
ORD10882,CUST1194,Soap (Bar),1,33.62,33.62,2/16/2023,Nairobi,Budget
ORD10883,CUST1132,Cooking Oil (1L),1,267.6,267.6,1/31/2023,Roysambu,Budget
ORD10884,CUST1175,Milk (500ml),1,45.86,45.86,2/24/2023,Nairobi,Budget
ORD10885,CUST1190,Milk (500ml),1,59.94,59.94,2/5/2023,Nairobi,Budget
ORD10886,CUST1292,Cooking Oil (1L),1,297.93,297.93,3/29/2023,Kitengela,Regular
ORD10887,CUST1051,Tea Leaves (250g),1,74.12,74.12,3/13/2023,Nairobi,Regular
ORD10888,CUST1195,Sugar (1kg),1,109.59,109.59,4/5/2023,Roysambu,Budget
ORD10889,CUST1090,Bread (400g),1,62.99,62.99,4/25/2023,Thika,Budget
ORD10890,CUST1264,Sanitary Towels (Pack),1,222.06,222.06,4/11/2023,Roysambu,Regular
ORD10891,CUST1128,Sanitary Towels (Pack),1,247.64,247.64,1/7/2023,Roysambu,Budget
ORD10892,CUST1083,Maize Flour (2kg),1,139.57,139.57,2/2/2023,Roysambu,Budget
ORD10893,CUST1049,Eggs (Tray),1,354.09,354.09,2/3/2023,Nairobi,Budget
ORD10894,CUST1286,Sanitary Towels (Pack),0,255.34,0,2/2/2023,Roysambu,Budget
ORD10895,CUST1210,Rice (1kg),1,109.81,109.81,3/28/2023,Nairobi,Budget
ORD10896,CUST1101,Soap (Bar),1,41.52,41.52,3/25/2023,Ruiru,Regular
ORD10897,CUST1145,Milk (500ml),1,48.83,48.83,3/7/2023,Nairobi,Budget
ORD10898,CUST1228,Rice (1kg),1,106.67,106.67,2/6/2023,Nairobi,Regular
ORD10899,CUST1074,Cooking Oil (1L),1,264.06,264.06,4/29/2023,Ruiru,Regular
ORD10900,CUST1292,Bread (400g),1,66.98,66.98,9/23/2023,Kitengela,Regular
ORD10901,CUST1116,Milk (500ml),0,46.34,0,2/7/2023,Nairobi,Regular
ORD10902,CUST1202,Tea Leaves (250g),0,80.46,0,4/10/2023,Roysambu,Budget
ORD10903,CUST1185,Soap (Bar),1,40.42,40.42,2/27/2023,Nairobi,Regular
ORD10904,CUST1094,Maize Flour (2kg),1,127.5,127.5,1/31/2023,Thika,Regular
ORD10905,CUST1040,Sugar (1kg),1,110.26,110.26,11/29/2023,Ruiru,Budget
ORD10906,CUST1280,Maize Flour (2kg),1,121.58,121.58,2/20/2023,Ruiru,Regular
ORD10907,CUST1042,Rice (1kg),1,103.29,103.29,10/17/2023,Nairobi,Budget
ORD10908,CUST1158,Sugar (1kg),1,112.79,112.79,2/6/2023,Nairobi,Budget
ORD10909,CUST1064,Cooking Oil (1L),1,265.31,265.31,9/30/2023,Roysambu,Budget
ORD10910,CUST1166,Eggs (Tray),1,339.53,339.53,4/22/2023,Nairobi,Budget
ORD10911,CUST1139,Sanitary Towels (Pack),1,184.76,184.76,1/18/2023,Thika,Premium
ORD10912,CUST1233,Soap (Bar),1,40.63,40.63,3/23/2023,Ruiru,Budget
ORD10913,CUST1158,Milk (500ml),1,52.11,52.11,1/30/2023,Nairobi,Budget
ORD10914,CUST1226,Tea Leaves (250g),1,57.92,57.92,1/5/2023,Rongai,Premium
ORD10915,CUST1000,Sanitary Towels (Pack),1,243.11,243.11,8/25/2023,Kitengela,Budget
ORD10916,CUST1240,Sanitary Towels (Pack),5,143.29,716.45,1/16/2023,Nairobi,Premium
ORD10917,CUST1153,Maize Flour (2kg),1,174.25,174.25,4/13/2023,Rongai,Budget
ORD10918,CUST1118,Maize Flour (2kg),1,152.89,152.89,1/25/2023,Kitengela,Regular
ORD10919,CUST1287,Bread (400g),1,60.79,60.79,1/21/2023,Thika,Budget
ORD10920,CUST1199,Bread (400g),1,54.41,54.41,1/11/2023,Roysambu,Regular
ORD10921,CUST1122,Sanitary Towels (Pack),1,237.78,237.78,4/27/2023,Ruiru,Budget
ORD10922,CUST1139,Tea Leaves (250g),1,65.98,65.98,1/26/2023,Thika,Premium
ORD10923,CUST1096,Rice (1kg),1,97.41,97.41,11/20/2023,Ruaka,Budget
ORD10924,CUST1231,Tea Leaves (250g),1,74.56,74.56,4/10/2023,Nairobi,Budget
ORD10925,CUST1077,Maize Flour (2kg),1,187.09,187.09,5/23/2023,Rongai,Budget
ORD10926,CUST1144,Tea Leaves (250g),1,56.44,56.44,2/26/2023,Nairobi,Budget
ORD10927,CUST1119,Rice (1kg),1,95.08,95.08,3/5/2023,Nairobi,Budget
ORD10928,CUST1215,Tea Leaves (250g),1,77.25,77.25,3/5/2023,Ruaka,Budget
ORD10929,CUST1237,Maize Flour (2kg),1,146.81,146.81,4/18/2023,Nairobi,Budget
ORD10930,CUST1074,Maize Flour (2kg),1,135.99,135.99,11/27/2023,Ruiru,Regular
ORD10931,CUST1092,Sugar (1kg),1,126.87,126.87,2/2/2023,Ruiru,Regular
ORD10932,CUST1006,Rice (1kg),1,155.63,155.63,4/2/2023,Roysambu,Budget
ORD10933,CUST1226,Sugar (1kg),0,116.02,0,1/7/2023,Rongai,Premium
ORD10934,CUST1048,Sanitary Towels (Pack),1,227.43,227.43,1/27/2023,Kitengela,Budget
ORD10935,CUST1159,Milk (500ml),1,43.17,43.17,12/23/2023,Nairobi,Regular
ORD10936,CUST1062,Tea Leaves (250g),1,64.44,64.44,4/27/2023,Kitengela,Regular
ORD10937,CUST1111,Rice (1kg),1,101.34,101.34,2/25/2023,Nairobi,Budget
ORD10938,CUST1085,Tea Leaves (250g),1,70.92,70.92,2/20/2023,Nairobi,Budget
ORD10939,CUST1004,Maize Flour (2kg),1,162.61,162.61,3/30/2023,Ruiru,Budget
ORD10940,CUST1079,Milk (500ml),1,58.19,58.19,5/17/2023,Nairobi,Budget
ORD10941,CUST1173,Maize Flour (2kg),1,129.77,129.77,12/31/2023,Ruiru,Budget
ORD10942,CUST1054,Cooking Oil (1L),1,261.22,261.22,2/10/2023,Kitengela,Budget
ORD10943,CUST1177,Eggs (Tray),1,353.49,353.49,1/3/2023,Nairobi,Budget
ORD10944,CUST1183,Cooking Oil (1L),1,225.07,225.07,1/6/2023,Thika,Regular
ORD10945,CUST1224,Sanitary Towels (Pack),1,188.45,188.45,3/31/2023,Thika,Budget
ORD10946,CUST1290,Cooking Oil (1L),1,267.08,267.08,2/11/2023,Thika,Budget
ORD10947,CUST1140,Soap (Bar),0,45.88,0,1/6/2023,Rongai,Premium
ORD10948,CUST1079,Eggs (Tray),1,330.52,330.52,2/3/2023,Nairobi,Budget
ORD10949,CUST1232,Maize Flour (2kg),1,174.88,174.88,3/6/2023,Kitengela,Budget
ORD10950,CUST1094,Maize Flour (2kg),1,157.18,157.18,2/16/2023,Thika,Regular
ORD10951,CUST1122,Milk (500ml),1,57.14,57.14,3/26/2023,Ruiru,Budget
ORD10952,CUST1198,Sugar (1kg),1,115.72,115.72,3/5/2023,Ruaka,Regular
ORD10953,CUST1078,Soap (Bar),1,37.45,37.45,2/22/2023,Nairobi,Budget
ORD10954,CUST1056,Rice (1kg),1,122.46,122.46,6/6/2023,Nairobi,Budget
ORD10955,CUST1091,Maize Flour (2kg),1,132.12,132.12,4/17/2023,Kitengela,Regular
ORD10956,CUST1292,Bread (400g),1,63.16,63.16,3/9/2023,Kitengela,Regular
ORD10957,CUST1131,Maize Flour (2kg),1,149.08,149.08,3/19/2023,Thika,Budget
ORD10958,CUST1006,Sugar (1kg),1,125.66,125.66,4/29/2023,Roysambu,Budget
ORD10959,CUST1040,Eggs (Tray),1,357.05,357.05,1/8/2023,Ruiru,Budget
ORD10960,CUST1212,Milk (500ml),1,55.88,55.88,1/8/2023,Rongai,Regular
ORD10961,CUST1136,Sanitary Towels (Pack),1,161.77,161.77,1/10/2023,Thika,Budget
ORD10962,CUST1039,Sugar (1kg),1,135.26,135.26,7/28/2023,Kitengela,Budget
ORD10963,CUST1272,Bread (400g),1,53.79,53.79,3/9/2023,Ruiru,Regular
ORD10964,CUST1291,Cooking Oil (1L),0,268.63,0,3/13/2023,Ruiru,Budget
ORD10965,CUST1054,Soap (Bar),1,39.02,39.02,2/28/2023,Kitengela,Budget
ORD10966,CUST1218,Rice (1kg),1,91.68,91.68,1/24/2023,Nairobi,Regular
ORD10967,CUST1258,Milk (500ml),1,55.81,55.81,3/10/2023,Nairobi,Budget
ORD10968,CUST1226,Milk (500ml),5,55.15,275.75,1/11/2023,Rongai,Premium
ORD10969,CUST1220,Milk (500ml),1,52.17,52.17,3/14/2023,Ruaka,Regular
ORD10970,CUST1192,Sanitary Towels (Pack),5,230.48,1152.4,1/12/2023,Nairobi,Premium
ORD10971,CUST1203,Maize Flour (2kg),1,163.58,163.58,2/6/2023,Nairobi,Regular
ORD10972,CUST1265,Cooking Oil (1L),1,299.34,299.34,7/23/2023,Ruiru,Regular
ORD10973,CUST1109,Milk (500ml),0,42.46,0,4/16/2023,Ruaka,Budget
ORD10974,CUST1141,Sanitary Towels (Pack),1,211.18,211.18,3/15/2023,Rongai,Budget
ORD10975,CUST1079,Rice (1kg),1,86.77,86.77,8/14/2023,Nairobi,Budget
ORD10976,CUST1187,Soap (Bar),1,36.75,36.75,2/2/2023,Nairobi,Budget
ORD10977,CUST1047,Soap (Bar),1,39.9,39.9,4/28/2023,Nairobi,Budget
ORD10978,CUST1039,Milk (500ml),1,58.65,58.65,1/23/2023,Kitengela,Budget
ORD10979,CUST1295,Rice (1kg),1,127.75,127.75,10/13/2023,Kitengela,Budget
ORD10980,CUST1040,Maize Flour (2kg),1,184.08,184.08,2/12/2023,Ruiru,Budget
ORD10981,CUST1222,Bread (400g),1,72.04,72.04,1/16/2023,Rongai,Budget
ORD10982,CUST1116,Soap (Bar),1,48.57,48.57,3/23/2023,Nairobi,Regular
ORD10983,CUST1195,Maize Flour (2kg),0,145.2,0,1/6/2023,Roysambu,Budget
ORD10984,CUST1289,Cooking Oil (1L),1,244.32,244.32,3/31/2023,Nairobi,Budget
ORD10985,CUST1025,Bread (400g),1,69.42,69.42,4/7/2023,Nairobi,Regular
ORD10986,CUST1258,Rice (1kg),1,100.32,100.32,2/7/2023,Nairobi,Budget
ORD10987,CUST1075,Cooking Oil (1L),1,233.62,233.62,3/2/2023,Nairobi,Regular
ORD10988,CUST1025,Sanitary Towels (Pack),0,189.92,0,1/11/2023,Nairobi,Regular
ORD10989,CUST1222,Cooking Oil (1L),1,290.01,290.01,3/3/2023,Rongai,Budget
ORD10990,CUST1249,Bread (400g),1,63.04,63.04,1/26/2023,Nairobi,Regular
ORD10991,CUST1268,Sugar (1kg),1,112.63,112.63,2/4/2023,Ruiru,Budget
ORD10992,CUST1165,Soap (Bar),1,31.79,31.79,3/27/2023,Thika,Regular
ORD10993,CUST1187,Milk (500ml),1,46,46,2/14/2023,Nairobi,Budget
ORD10994,CUST1012,Tea Leaves (250g),1,55.08,55.08,2/14/2023,Thika,Regular
ORD10995,CUST1226,Soap (Bar),3,31.27,93.81,1/30/2023,Rongai,Premium
ORD10996,CUST1191,Cooking Oil (1L),1,275.77,275.77,4/28/2023,Nairobi,Regular
ORD10997,CUST1124,Soap (Bar),1,50.96,50.96,4/22/2023,Thika,Budget
ORD10998,CUST1147,Maize Flour (2kg),1,147.63,147.63,11/17/2023,Ruiru,Budget
ORD10999,CUST1241,Maize Flour (2kg),1,132.92,132.92,1/18/2023,Kitengela,Premium
ORD11000,CUST1279,Sanitary Towels (Pack),0,225.04,0,3/12/2023,Kitengela,Regular
ORD11001,CUST1072,Maize Flour (2kg),1,149.73,149.73,4/26/2023,Roysambu,Budget
ORD11002,CUST1022,Tea Leaves (250g),1,57.87,57.87,2/6/2023,Nairobi,Budget
ORD11003,CUST1138,Maize Flour (2kg),1,155.29,155.29,10/16/2023,Ruiru,Budget
ORD11004,CUST1138,Milk (500ml),1,60.15,60.15,1/3/2023,Ruiru,Budget
ORD11005,CUST1197,Sugar (1kg),1,129.39,129.39,3/7/2023,Thika,Regular
ORD11006,CUST1050,Milk (500ml),1,47.21,47.21,1/18/2023,Nairobi,Premium
ORD11007,CUST1101,Sanitary Towels (Pack),1,246.68,246.68,3/13/2023,Ruiru,Regular
ORD11008,CUST1011,Maize Flour (2kg),1,128.1,128.1,1/10/2023,Rongai,Premium
ORD11009,CUST1201,Cooking Oil (1L),1,211.93,211.93,3/29/2023,Umoja,Budget
ORD11010,CUST1154,Sugar (1kg),4,123.39,493.56,1/9/2023,Thika,Premium
ORD11011,CUST1198,Maize Flour (2kg),1,176.65,176.65,2/5/2023,Ruaka,Regular
ORD11012,CUST1174,Bread (400g),1,63.14,63.14,1/12/2023,Roysambu,Regular
ORD11013,CUST1266,Soap (Bar),1,47.45,47.45,3/29/2023,Kitengela,Regular
ORD11014,CUST1123,Soap (Bar),1,34.71,34.71,2/9/2023,Rongai,Budget
ORD11015,CUST1168,Eggs (Tray),1,343.47,343.47,1/27/2023,Nairobi,Budget
ORD11016,CUST1297,Sanitary Towels (Pack),1,229.33,229.33,1/26/2023,Thika,Budget
ORD11017,CUST1158,Sanitary Towels (Pack),1,253,253,2/25/2023,Nairobi,Budget
ORD11018,CUST1074,Soap (Bar),1,48.34,48.34,12/29/2023,Ruiru,Regular
ORD11019,CUST1060,Cooking Oil (1L),1,243.35,243.35,4/16/2023,Ruaka,Budget
ORD11020,CUST1163,Bread (400g),1,72.69,72.69,2/8/2023,Umoja,Budget
ORD11021,CUST1140,Cooking Oil (1L),1,264.02,264.02,1/5/2023,Rongai,Premium
ORD11022,CUST1136,Soap (Bar),1,43.41,43.41,1/30/2023,Thika,Budget
ORD11023,CUST1118,Maize Flour (2kg),1,141.56,141.56,3/30/2023,Kitengela,Regular
ORD11024,CUST1068,Sanitary Towels (Pack),1,246.34,246.34,3/2/2023,Nairobi,Budget
ORD11025,CUST1191,Cooking Oil (1L),1,285.21,285.21,3/4/2023,Nairobi,Regular
ORD11026,CUST1083,Sugar (1kg),1,112.13,112.13,2/22/2023,Roysambu,Budget
ORD11027,CUST1007,Tea Leaves (250g),1,78.51,78.51,1/29/2023,Thika,Regular
ORD11028,CUST1103,Sugar (1kg),1,107.08,107.08,4/29/2023,Rongai,Budget
ORD11029,CUST1224,Soap (Bar),1,41.79,41.79,2/11/2023,Thika,Budget
ORD11030,CUST1126,Bread (400g),1,58.1,58.1,1/6/2023,Thika,Regular
ORD11031,CUST1194,Milk (500ml),1,50.28,50.28,5/1/2023,Nairobi,Budget
ORD11032,CUST1274,Sanitary Towels (Pack),1,224.85,224.85,4/1/2023,Thika,Budget
ORD11033,CUST1266,Rice (1kg),1,111.61,111.61,4/16/2023,Kitengela,Regular
ORD11034,CUST1125,Sanitary Towels (Pack),1,213.98,213.98,10/16/2023,Nairobi,Budget
ORD11035,CUST1264,Maize Flour (2kg),1,131.39,131.39,2/26/2023,Roysambu,Regular
ORD11036,CUST1155,Tea Leaves (250g),1,67.03,67.03,2/24/2023,Nairobi,Budget
ORD11037,CUST1027,Sanitary Towels (Pack),1,252.39,252.39,3/1/2023,Thika,Budget
ORD11038,CUST1231,Rice (1kg),1,137.11,137.11,6/9/2023,Nairobi,Budget
ORD11039,CUST1201,Bread (400g),0,59.29,0,7/13/2023,Umoja,Budget
ORD11040,CUST1232,Rice (1kg),1,102.38,102.38,3/30/2023,Kitengela,Budget
ORD11041,CUST1083,Rice (1kg),1,90.7,90.7,4/1/2023,Roysambu,Budget
ORD11042,CUST1185,Rice (1kg),1,116.67,116.67,2/19/2023,Nairobi,Regular
ORD11043,CUST1261,Soap (Bar),1,46.55,46.55,1/18/2023,Roysambu,Premium
ORD11044,CUST1087,Milk (500ml),1,51.31,51.31,3/26/2023,Rongai,Regular
ORD11045,CUST1083,Cooking Oil (1L),1,228.78,228.78,9/5/2023,Roysambu,Budget
ORD11046,CUST1158,Eggs (Tray),1,330.16,330.16,6/7/2023,Nairobi,Budget
ORD11047,CUST1103,Maize Flour (2kg),1,165.22,165.22,12/11/2023,Rongai,Budget
ORD11048,CUST1255,Sanitary Towels (Pack),1,242.28,242.28,3/19/2023,Ruaka,Budget
ORD11049,CUST1121,Sugar (1kg),0,117.67,0,3/2/2023,Rongai,Regular
ORD11050,CUST1226,Rice (1kg),4,115.98,463.92,1/8/2023,Rongai,Premium
ORD11051,CUST1285,Sugar (1kg),1,106.54,106.54,9/26/2023,Umoja,Budget
ORD11052,CUST1018,Cooking Oil (1L),1,299.65,299.65,3/27/2023,Roysambu,Budget
ORD11053,CUST1152,Milk (500ml),1,61.33,61.33,7/1/2023,Nairobi,Budget
ORD11054,CUST1082,Tea Leaves (250g),1,71.75,71.75,3/30/2023,Kitengela,Budget
ORD11055,CUST1293,Sanitary Towels (Pack),1,176.13,176.13,2/28/2023,Nairobi,Budget
ORD11056,CUST1184,Maize Flour (2kg),1,131.87,131.87,2/8/2023,Nairobi,Budget
ORD11057,CUST1194,Rice (1kg),1,139.75,139.75,4/18/2023,Nairobi,Budget
ORD11058,CUST1149,Eggs (Tray),1,322.06,322.06,3/30/2023,Nairobi,Budget
ORD11059,CUST1168,Sanitary Towels (Pack),1,200.94,200.94,1/27/2023,Nairobi,Budget
ORD11060,CUST1029,Rice (1kg),1,126,126,3/22/2023,Kitengela,Budget
ORD11061,CUST1044,Eggs (Tray),1,353.01,353.01,3/19/2023,Thika,Budget
ORD11062,CUST1147,Bread (400g),1,65.29,65.29,2/10/2023,Ruiru,Budget
ORD11063,CUST1294,Soap (Bar),1,38.93,38.93,1/17/2023,Ruiru,Budget
ORD11064,CUST1254,Sanitary Towels (Pack),1,234.06,234.06,3/5/2023,Ruaka,Budget
ORD11065,CUST1092,Soap (Bar),1,34.65,34.65,2/7/2023,Ruiru,Regular
ORD11066,CUST1000,Rice (1kg),1,85.76,85.76,3/22/2023,Kitengela,Budget
ORD11067,CUST1106,Soap (Bar),1,52.48,52.48,9/27/2023,Thika,Budget
ORD11068,CUST1286,Sugar (1kg),1,105.36,105.36,1/26/2023,Roysambu,Budget
ORD11069,CUST1130,Rice (1kg),1,106.62,106.62,3/6/2023,Nairobi,Budget
ORD11070,CUST1003,Rice (1kg),1,134.41,134.41,2/13/2023,Nairobi,Budget
ORD11071,CUST1291,Soap (Bar),1,51.66,51.66,9/17/2023,Ruiru,Budget
ORD11072,CUST1173,Eggs (Tray),1,363.1,363.1,6/9/2023,Ruiru,Budget
ORD11073,CUST1246,Cooking Oil (1L),1,275.86,275.86,4/25/2023,Nairobi,Budget
ORD11074,CUST1171,Eggs (Tray),1,356.16,356.16,2/22/2023,Kitengela,Budget
ORD11075,CUST1028,Sanitary Towels (Pack),1,188.93,188.93,4/3/2023,Roysambu,Budget
ORD11076,CUST1284,Sanitary Towels (Pack),1,159.47,159.47,3/15/2023,Rongai,Budget
ORD11077,CUST1181,Rice (1kg),1,155.27,155.27,2/5/2023,Ruiru,Budget
ORD11078,CUST1173,Bread (400g),1,65.66,65.66,10/17/2023,Ruiru,Budget
ORD11079,CUST1095,Soap (Bar),1,33.95,33.95,4/11/2023,Nairobi,Budget
ORD11080,CUST1161,Maize Flour (2kg),1,136.29,136.29,1/12/2023,Kitengela,Regular
ORD11081,CUST1121,Milk (500ml),1,49.04,49.04,2/8/2023,Rongai,Regular
ORD11082,CUST1154,Cooking Oil (1L),2,200.66,401.32,1/2/2023,Thika,Premium
ORD11083,CUST1227,Sanitary Towels (Pack),1,160.12,160.12,3/3/2023,Roysambu,Budget
ORD11084,CUST1078,Sugar (1kg),1,115.71,115.71,3/3/2023,Nairobi,Budget
ORD11085,CUST1268,Tea Leaves (250g),1,76.93,76.93,1/19/2023,Ruiru,Budget
ORD11086,CUST1050,Sanitary Towels (Pack),5,206.79,1033.95,1/7/2023,Nairobi,Premium
ORD11087,CUST1198,Sanitary Towels (Pack),1,161.58,161.58,2/9/2023,Ruaka,Regular
ORD11088,CUST1044,Milk (500ml),1,51.8,51.8,9/7/2023,Thika,Budget
ORD11089,CUST1011,Soap (Bar),1,42.91,42.91,1/29/2023,Rongai,Premium
ORD11090,CUST1102,Sugar (1kg),1,114.03,114.03,3/10/2023,Ruiru,Budget
ORD11091,CUST1225,Rice (1kg),1,104.04,104.04,1/21/2023,Kitengela,Budget
ORD11092,CUST1007,Soap (Bar),1,41.19,41.19,1/14/2023,Thika,Regular
ORD11093,CUST1179,Sanitary Towels (Pack),1,190.94,190.94,1/19/2023,Rongai,Budget
ORD11094,CUST1145,Soap (Bar),1,36.64,36.64,1/10/2023,Nairobi,Budget
ORD11095,CUST1173,Sanitary Towels (Pack),1,204.08,204.08,4/26/2023,Ruiru,Budget
ORD11096,CUST1054,Bread (400g),1,53.63,53.63,2/24/2023,Kitengela,Budget
ORD11097,CUST1228,Soap (Bar),1,37.11,37.11,2/12/2023,Nairobi,Regular
ORD11098,CUST1273,Rice (1kg),1,140.75,140.75,1/25/2023,Umoja,Premium
ORD11099,CUST1067,Rice (1kg),1,136.9,136.9,4/28/2023,Thika,Regular
ORD11100,CUST1049,Eggs (Tray),1,331.3,331.3,3/24/2023,Nairobi,Budget
ORD11101,CUST1238,Eggs (Tray),1,311.58,311.58,8/11/2023,Kitengela,Regular
ORD11102,CUST1186,Bread (400g),0,53.67,0,4/28/2023,Roysambu,Regular
ORD11103,CUST1166,Eggs (Tray),1,340.59,340.59,1/9/2023,Nairobi,Budget
ORD11104,CUST1179,Eggs (Tray),1,339.22,339.22,1/22/2023,Rongai,Budget
ORD11105,CUST1178,Soap (Bar),1,39.42,39.42,1/4/2023,Nairobi,Premium
ORD11106,CUST1054,Milk (500ml),1,53.68,53.68,1/10/2023,Kitengela,Budget
ORD11107,CUST1272,Eggs (Tray),1,320.04,320.04,2/22/2023,Ruiru,Regular
ORD11108,CUST1124,Sanitary Towels (Pack),1,174.2,174.2,3/3/2023,Thika,Budget
ORD11109,CUST1174,Sugar (1kg),1,124.42,124.42,3/17/2023,Roysambu,Regular
ORD11110,CUST1222,Soap (Bar),1,48.03,48.03,3/11/2023,Rongai,Budget
ORD11111,CUST1088,Rice (1kg),1,131.76,131.76,4/2/2023,Thika,Regular
ORD11112,CUST1249,Rice (1kg),1,121.45,121.45,3/1/2023,Nairobi,Regular
ORD11113,CUST1049,Eggs (Tray),1,324.25,324.25,5/26/2023,Nairobi,Budget
ORD11114,CUST1194,Milk (500ml),1,52.38,52.38,7/21/2023,Nairobi,Budget
ORD11115,CUST1071,Soap (Bar),1,50.47,50.47,3/23/2023,Umoja,Budget
ORD11116,CUST1075,Cooking Oil (1L),0,245.3,0,2/7/2023,Nairobi,Regular
ORD11117,CUST1295,Eggs (Tray),1,325.27,325.27,3/29/2023,Kitengela,Budget
ORD11118,CUST1153,Soap (Bar),1,48.18,48.18,3/28/2023,Rongai,Budget
ORD11119,CUST1222,Milk (500ml),1,62.8,62.8,12/18/2023,Rongai,Budget
ORD11120,CUST1206,Cooking Oil (1L),1,299.51,299.51,1/8/2023,Nairobi,Budget
ORD11121,CUST1281,Maize Flour (2kg),1,126.05,126.05,3/13/2023,Nairobi,Budget
ORD11122,CUST1183,Rice (1kg),0,140.29,0,11/8/2023,Thika,Regular
ORD11123,CUST1201,Milk (500ml),1,56.95,56.95,2/21/2023,Umoja,Budget
ORD11124,CUST1279,Sugar (1kg),1,119.87,119.87,10/14/2023,Kitengela,Regular
ORD11125,CUST1184,Bread (400g),1,55.74,55.74,4/22/2023,Nairobi,Budget
ORD11126,CUST1068,Maize Flour (2kg),0,130.52,0,12/6/2023,Nairobi,Budget
ORD11127,CUST1223,Cooking Oil (1L),1,218.89,218.89,3/24/2023,Ruiru,Budget
ORD11128,CUST1233,Soap (Bar),1,51.04,51.04,12/17/2023,Ruiru,Budget
ORD11129,CUST1217,Sanitary Towels (Pack),1,232.01,232.01,2/19/2023,Ruiru,Regular
ORD11130,CUST1095,Bread (400g),1,65.2,65.2,3/15/2023,Nairobi,Budget
ORD11131,CUST1121,Sanitary Towels (Pack),1,176.93,176.93,4/29/2023,Rongai,Regular
ORD11132,CUST1187,Maize Flour (2kg),1,187.63,187.63,3/14/2023,Nairobi,Budget
ORD11133,CUST1188,Rice (1kg),1,126.65,126.65,12/26/2023,Nairobi,Budget
ORD11134,CUST1143,Eggs (Tray),1,342.14,342.14,3/8/2023,Roysambu,Budget
ORD11135,CUST1045,Sugar (1kg),0,114.17,0,4/5/2023,Nairobi,Regular
ORD11136,CUST1039,Sanitary Towels (Pack),1,241.3,241.3,2/9/2023,Kitengela,Budget
ORD11137,CUST1175,Sanitary Towels (Pack),1,239.25,239.25,3/2/2023,Nairobi,Budget
ORD11138,CUST1240,Soap (Bar),4,42.44,169.76,1/12/2023,Nairobi,Premium
ORD11139,CUST1148,Cooking Oil (1L),1,213.71,213.71,4/29/2023,Nairobi,Budget
ORD11140,CUST1155,Soap (Bar),1,36.97,36.97,3/22/2023,Nairobi,Budget
ORD11141,CUST1086,Soap (Bar),1,31.03,31.03,2/7/2023,Ruaka,Regular
ORD11142,CUST1013,Tea Leaves (250g),1,67.77,67.77,1/17/2023,Nairobi,Budget
ORD11143,CUST1142,Tea Leaves (250g),1,56.67,56.67,2/5/2023,Nairobi,Budget
ORD11144,CUST1131,Maize Flour (2kg),1,172.71,172.71,6/17/2023,Thika,Budget
ORD11145,CUST1228,Milk (500ml),1,56.16,56.16,2/3/2023,Nairobi,Regular
ORD11146,CUST1120,Eggs (Tray),1,309.04,309.04,3/9/2023,Ruiru,Regular
ORD11147,CUST1175,Rice (1kg),1,155.1,155.1,3/18/2023,Nairobi,Budget
ORD11148,CUST1078,Eggs (Tray),1,354.52,354.52,2/22/2023,Nairobi,Budget
ORD11149,CUST1121,Eggs (Tray),1,336.3,336.3,1/22/2023,Rongai,Regular
ORD11150,CUST1176,Maize Flour (2kg),1,158.54,158.54,4/7/2023,Thika,Regular
ORD11151,CUST1026,Cooking Oil (1L),1,258.72,258.72,3/2/2023,Thika,Budget
ORD11152,CUST1272,Sugar (1kg),1,111.39,111.39,4/1/2023,Ruiru,Regular
ORD11153,CUST1134,Cooking Oil (1L),1,240.39,240.39,1/1/2023,Thika,Premium
ORD11154,CUST1229,Bread (400g),0,63.57,0,3/9/2023,Ruaka,Regular
ORD11155,CUST1021,Rice (1kg),1,151.45,151.45,3/23/2023,Ruiru,Budget
ORD11156,CUST1221,Soap (Bar),1,50.78,50.78,4/20/2023,Kitengela,Budget
ORD11157,CUST1138,Tea Leaves (250g),1,77.77,77.77,2/2/2023,Ruiru,Budget
ORD11158,CUST1200,Eggs (Tray),1,338.66,338.66,4/6/2023,Ruaka,Regular
